na,ward_1,ward_2,ward_3,ward_4,ward_5,ward_6,ward_7,ward_8,ward_9,ward_10,ward_11,ward_12,ward_13,ward_14,ward_15,ward_16,ward_17,ward_18,ward_19,ward_20,ward_21,ward_22,ward_23,ward_24,ward_25
Average total income of households in 2020 ($),95200,146600,127200,127200,88700,107500,85700,176400,107300,118200,174800,160400,89400,130800,224800,100300,103800,106300,130600,102200,91500,93000,100000,92700,121800
