ward_1,ward_2,ward_3,ward_4,ward_5,ward_6,ward_7,ward_8,ward_9,ward_10,ward_11,ward_12,ward_13,ward_14,ward_15,ward_16,ward_17,ward_18,ward_19,ward_20,ward_21,ward_22,ward_23,ward_24,ward_25
32400,44400,47600,46800,34800,36400,31400,44400,40400,58400,47200,50000,40400,45200,47200,36400,37200,36800,44000,35600,33600,31600,30400,33200,37200
