ward_1,ward_2,ward_3,ward_4,ward_5,ward_6,ward_7,ward_8,ward_9,ward_10,ward_11,ward_12,ward_13,ward_14,ward_15,ward_16,ward_17,ward_18,ward_19,ward_20,ward_21,ward_22,ward_23,ward_24,ward_25
1328,1574,1592,1492,1196,1448,1261,1588,1552,1988,1976,1768,1520,1424,1716,1492,1754,1880,1370,1196,1338,1358,1408,1197,1362
